No errors
No warnings
183 ms
data source=metars
4538 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KNTU 180756Z 35009KT 10SM CLR 06/M01 A3008 RMK AO2 SLP188 T00561006 $ ,KNTU,2014-12-18T07:56:00Z,36.82,-76.02,5.6,-0.6,350,9,,10.0,30.079725,1018.8,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KP60 180756Z AUTO 00000KT M07/M09 A3000 RMK AO1 SLP191 T10721089 ,KP60,2014-12-18T07:56:00Z,44.55,-110.42,-7.2,-8.9,0,0,,,30.0,1019.1,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2388.0
KGNA 180756Z AUTO 34005KT M13/M17 A3035 RMK AO1 SLP299 T11281167 ,KGNA,2014-12-18T07:56:00Z,47.75,-90.35,-12.8,-16.7,340,5,,,30.351377,1029.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,185.0
KAQV 180756Z AUTO 00000KT 10SM OVC025 11/06 A3014 RMK AO2 SLP208 T01060061 ,KAQV,2014-12-18T07:56:00Z,31.4,-93.3,10.6,6.1,0,0,,10.0,30.138779,1020.8,,TRUE,TRUE,,,,,,,OVC,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,111.0
KNYG 180756Z AUTO 34006KT 10SM CLR 03/M06 A3013 RMK AO2 SLP203 T00281061 $ ,KNYG,2014-12-18T07:56:00Z,38.5,-77.28,2.8,-6.1,340,6,,10.0,30.129921,1020.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KNMM 180756Z AUTO 34003KT 10SM CLR 03/02 A3023 RMK AO2 SLP248 T00280017 ,KNMM,2014-12-18T07:56:00Z,32.53,-88.57,2.8,1.7,340,3,,10.0,30.230314,1024.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,97.0
KNGP 180756Z AUTO 16006KT 10SM BKN026 BKN031 21/19 A3003 RMK AO2 SLP168 T02060194 ,KNGP,2014-12-18T07:56:00Z,27.68,-97.27,20.6,19.4,160,6,,10.0,30.029528,1016.8,,TRUE,TRUE,,,,,,,BKN,2600,BKN,3100,,,,,MVFR,,,,,,,,,,,,METAR,6.0
KNID 180756Z AUTO 31003KT 10SM CLR 03/02 A3008 RMK AO2 SLP192 T00330017 401220033 $ ,KNID,2014-12-18T07:56:00Z,35.67,-117.67,3.3,1.7,310,3,,10.0,30.079725,1019.2,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,12.2,3.3,,,,,,,METAR,696.0
K2WX 180756Z AUTO 16006KT M05/M07 A2990 RMK AO1 SLP172 T10501067 ,K2WX,2014-12-18T07:56:00Z,45.6,-103.55,-5.0,-6.7,160,6,,,29.899607,1017.2,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,915.0
KNSE 180756Z AUTO 34003KT CLR 06/03 A3018 RMK AO2 SLP208 T00560033 $ ,KNSE,2014-12-18T07:56:00Z,30.73,-87.02,5.6,3.3,340,3,,,30.180119,1020.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,61.0
KP28 180756Z AUTO 11003KT M01/M01 A3012 RMK AO1 SLP212 P0001 T10061006 ,KP28,2014-12-18T07:56:00Z,37.28,-98.55,-0.6,-0.6,110,3,,,30.121063,1021.2,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,METAR,469.0
K8D3 180756Z AUTO 00000KT M17/M19 A3027 RMK AO1 SLP294 T11721194 ,K8D3,2014-12-18T07:56:00Z,45.67,-96.98,-17.2,-19.4,0,0,,,30.268702,1029.4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,354.0
KNLC 180756Z 12004KT 7SM -RA SCT035 BKN065 OVC085 09/08 A3014 RMK AO2 RAB22 SLP207 P0000 T00940083 401440089 $ ,KNLC,2014-12-18T07:56:00Z,36.32,-119.95,9.4,8.3,120,4,,7.0,30.138779,1020.7,,,TRUE,TRUE,,,,,-RA,SCT,3500,BKN,6500,OVC,8500,,,VFR,,,,14.4,8.9,0.0050,,,,,,METAR,72.0
KNXP 180756Z AUTO 27006KT 10SM BKN041 08/07 A3017 RMK AO2 SLP202 T00830067 401220044 $ ,KNXP,2014-12-18T07:56:00Z,34.28,-116.17,8.3,6.7,270,6,,10.0,30.171259,1020.2,,TRUE,TRUE,TRUE,,,,,,BKN,4100,,,,,,,VFR,,,,12.2,4.4,,,,,,,METAR,626.0
KSXT 180756Z AUTO 14010KT 1/4SM FG FEW007 OVC016 02/02 A2993 RMK AO2 SLP149 T00220022 400390017 ,KSXT,2014-12-18T07:56:00Z,42.6,-123.37,2.2,2.2,140,10,,0.25,29.929134,1014.9,,TRUE,TRUE,,,,,,FG,FEW,700,OVC,1600,,,,,LIFR,,,,3.9,1.7,,,,,,,METAR,1170.0
K79J 180756Z AUTO 00000KT 10SM CLR 07/03 A3017 RMK AO2 SLP214 T00670033 ,K79J,2014-12-18T07:56:00Z,31.32,-86.4,6.7,3.3,0,0,,10.0,30.171259,1021.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,94.0
KNTD 180756Z AUTO 03004KT 10SM CLR 11/08 A3011 RMK AO2 SLP196 T01110078 401890106 $ ,KNTD,2014-12-18T07:56:00Z,34.12,-119.12,11.1,7.8,30,4,,10.0,30.109253,1019.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,18.9,10.6,,,,,,,METAR,4.0
KNDZ 180756Z AUTO 35003KT 10SM CLR 05/03 A3018 RMK AO2 SLP208 T00500028 ,KNDZ,2014-12-18T07:56:00Z,30.7,-87.02,5.0,2.8,350,3,,10.0,30.180119,1020.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,54.0
KNPA 180756Z AUTO 00000KT 10SM CLR 06/04 A3018 RMK AO2 SLP220 T00560044 $ ,KNPA,2014-12-18T07:56:00Z,30.35,-87.32,5.6,4.4,0,0,,10.0,30.180119,1022.0,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
KNFL 180756Z AUTO 07003KT 10SM BKN085 01/M03 A3003 RMK AO2 SLP138 T00111028 401110011 ,KNFL,2014-12-18T07:56:00Z,39.42,-118.7,1.1,-2.8,70,3,,10.0,30.029528,1013.8,,TRUE,TRUE,,,,,,,BKN,8500,,,,,,,VFR,,,,11.1,1.1,,,,,,,METAR,1199.0
KALK 180756Z AUTO 00000KT 9SM -RA FEW003 BKN021 OVC031 05/04 A3015 RMK AO2 RAB24 SLP166 P0000 T00500044 TSNO ,KALK,2014-12-18T07:56:00Z,31.6,-110.43,5.0,4.4,0,0,,9.0,30.15059,1016.6,,TRUE,TRUE,,,TRUE,,,-RA,FEW,300,BKN,2100,OVC,3100,,,MVFR,,,,,,0.0050,,,,,,METAR,1453.0
KNRS 180756Z AUTO 09006KT FEW050 12/09 A3013 RMK AO2 SLP203 T01170089 401890106 PNO $ ,KNRS,2014-12-18T07:56:00Z,32.57,-117.12,11.7,8.9,90,6,,,30.129921,1020.3,,TRUE,TRUE,TRUE,,,,,,FEW,5000,,,,,,,,,,,18.9,10.6,,,,,,,METAR,7.0
PHBK 180756Z AUTO 11003KT 10SM BKN050 23/19 A3017 RMK AO2 SLP217 T02280189 ,PHBK,2014-12-18T07:56:00Z,22.03,-159.78,22.8,18.9,110,3,,10.0,30.171259,1021.7,,TRUE,TRUE,,,,,,,BKN,5000,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
PFYU 180756Z 00000KT 5SM CLR M22/M25 A2973 RMK AO1,PFYU,2014-12-18T07:56:00Z,66.57,-145.27,-22.0,-25.0,0,0,,5.0,29.731298,,,,TRUE,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,131.0
KBZN 180756Z AUTO 16003KT 10SM CLR M11/M13 A2999 RMK AO2 SLP208 T11111133,KBZN,2014-12-18T07:56:00Z,45.78,-111.17,-11.1,-13.3,160,3,,10.0,29.991142,1020.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1361.0
PAZK 180756Z 00000KT 1/4SM OVC002 M11/M12 A2953 RMK AO1,PAZK,2014-12-18T07:56:00Z,61.93,-147.17,-11.0,-12.0,0,0,,0.25,29.530512,,,,TRUE,,,,,,,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,1003.0
PAWS 180756Z AUTO 00000KT 10SM CLR M05/M11 A2958 RMK AO1,PAWS,2014-12-18T07:56:00Z,61.57,-149.53,-5.0,-11.0,0,0,,10.0,29.58071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,107.0
PAWN 180756Z AUTO 01006KT 10SM OVC005 M11/M13 A2968 RMK AO1,PAWN,2014-12-18T07:56:00Z,67.57,-162.98,-11.0,-13.0,10,6,,10.0,29.681103,,,TRUE,TRUE,,,,,,,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,30.0
PAWG 180756Z 08010KT 10SM SCT060 BKN090 03/M02 A2972 RMK AO1 WEA:NONE LAST MJ,PAWG,2014-12-18T07:56:00Z,56.48,-132.37,3.0,-2.0,80,10,,10.0,29.719488,,,,TRUE,,,,,,,SCT,6000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,11.0
PAVD 180756Z 00000KT 10SM 00/M03 A2965 RMK AO1,PAVD,2014-12-18T07:56:00Z,61.13,-146.25,0.0,-3.0,0,0,,10.0,29.648623,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,37.0
PAUN 180756Z AUTO 08014KT 10SM CLR M07/M09 A2962 RMK AO1,PAUN,2014-12-18T07:56:00Z,63.88,-160.8,-7.0,-9.0,80,14,,10.0,29.619095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
PATG 180756Z AUTO 02009KT 10SM CLR M03/M06 A2944 RMK AO1,PATG,2014-12-18T07:56:00Z,59.05,-160.38,-3.0,-6.0,20,9,,10.0,29.438976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
PASX 180756Z AUTO 00000KT 10SM FEW004 M02/M04 A2954 RMK AO1,PASX,2014-12-18T07:56:00Z,60.48,-151.03,-2.0,-4.0,0,0,,10.0,29.53937,,,TRUE,TRUE,,,,,,,FEW,400,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
PASM 180756Z AUTO 08017G24KT 10SM CLR M08/M11 A2951 RMK AO1,PASM,2014-12-18T07:56:00Z,62.07,-163.3,-8.0,-11.0,80,17,24,10.0,29.509842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,92.0
PASK 180756Z AUTO 06009KT 9SM FEW028 OVC065 M08/M09 A2970 RMK AO1,PASK,2014-12-18T07:56:00Z,66.6,-160.0,-8.0,-9.0,60,9,,9.0,29.698818,,,TRUE,TRUE,,,,,,,FEW,2800,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,8.0
PASD 180756Z AUTO 35012KT 10SM SCT017 OVC024 03/02 A2928 RMK AO1 P0001,PASD,2014-12-18T07:56:00Z,55.33,-160.5,3.0,2.0,350,12,,10.0,29.279528,,,TRUE,TRUE,,,,,,,SCT,1700,OVC,2400,,,,,MVFR,,,,,,0.01,,,,,,METAR,7.0
PASA 180756Z AUTO 10019KT 10SM SCT028 BKN040 OVC100 M02/M03 A2945 RMK AO1,PASA,2014-12-18T07:56:00Z,63.68,-170.5,-2.0,-3.0,100,19,,10.0,29.450787,,,TRUE,TRUE,,,,,,,SCT,2800,BKN,4000,OVC,10000,,,VFR,,,,,,,,,,,,METAR,16.0
PARC 180756Z AUTO 00000KT 10SM OVC011 M18/M18 A2952 RMK AO1,PARC,2014-12-18T07:56:00Z,68.12,-145.58,-18.0,-18.0,0,0,,10.0,29.518702,,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,636.0
PAPH 180756Z AUTO 00000KT 10SM BKN060 OVC065 M01/M04 A2934 RMK AO1,PAPH,2014-12-18T07:56:00Z,56.95,-158.62,-1.0,-4.0,0,0,,10.0,29.338583,,,TRUE,TRUE,,,,,,,BKN,6000,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,29.0
PAPG 180756Z 00000KT 10SM BKN042 OVC050 01/M03 A2968 RMK AO1,PAPG,2014-12-18T07:56:00Z,56.82,-132.97,1.0,-3.0,0,0,,10.0,29.681103,,,,TRUE,,,,,,,BKN,4200,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,15.0
PANV 180756Z AUTO 03005KT 4SM OVC003 M07/M09 A2960 RMK AO1,PANV,2014-12-18T07:56:00Z,62.65,-160.18,-7.0,-9.0,30,5,,4.0,29.601377,,,TRUE,TRUE,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,99.0
PANI 180756Z AUTO 00000KT 10SM CLR M09/M11 A2957 RMK AO1,PANI,2014-12-18T07:56:00Z,61.58,-159.53,-9.0,-11.0,0,0,,10.0,29.568897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
PAMY 180756Z AUTO 15013KT 10SM SCT008 BKN090 M02/M06 A2940 RMK AO1,PAMY,2014-12-18T07:56:00Z,60.37,-166.27,-2.0,-6.0,150,13,,10.0,29.40059,,,TRUE,TRUE,,,,,,,SCT,800,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,13.0
PAMM 180756Z AUTO 09012G21KT 10SM SCT040 BKN070 OVC095 06/M02 A2967 RMK AO1,PAMM,2014-12-18T07:56:00Z,55.13,-131.58,6.0,-2.0,90,12,21,10.0,29.66929,,,TRUE,TRUE,,,,,,,SCT,4000,BKN,7000,OVC,9500,,,VFR,,,,,,,,,,,,METAR,1.0
PAMH 180756Z AUTO 00000KT 10SM M10/M12 A2965 RMK AO1,PAMH,2014-12-18T07:56:00Z,63.9,-152.32,-10.0,-12.0,0,0,,10.0,29.648623,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,214.0
PAMD 180756Z 08022G28KT 10SM FEW018 BKN026 OVC065 06/03 A2950 RMK AO1,PAMD,2014-12-18T07:56:00Z,59.43,-146.3,6.0,3.0,80,22,28,10.0,29.500984,,,,TRUE,,,,,,,FEW,1800,BKN,2600,OVC,6500,,,MVFR,,,,,,,,,,,,METAR,14.0
PAKP 180756Z AUTO 00000KT 10SM CLR M22/M28 A2954 RMK AO1,PAKP,2014-12-18T07:56:00Z,68.13,-151.73,-22.0,-28.0,0,0,,10.0,29.53937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,642.0
PAKK 180756Z AUTO 05005KT 10SM CLR M04/M10 A2961 RMK AO1,PAKK,2014-12-18T07:56:00Z,64.93,-161.15,-4.0,-10.0,50,5,,10.0,29.610237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,47.0
PAJZ 180756Z AUTO 30005KT 10SM CLR M05/M08 A2953 RMK AO2 TSNO T10501083 SLP993 $,PAJZ,2014-12-18T07:56:00Z,59.73,-157.27,-5.0,-8.3,300,5,,10.0,29.530512,999.3,,TRUE,TRUE,TRUE,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,82.0
PAJC 180756Z AUTO 06010G20KT 10SM OVC023 04/M01 A2929 RMK AO1 P0003,PAJC,2014-12-18T07:56:00Z,56.32,-158.37,4.0,-1.0,60,10,20,10.0,29.291338,,,TRUE,TRUE,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,0.03,,,,,,METAR,15.0
PAIN 180756Z AUTO 00000KT 10SM CLR M13/M14 A2958 RMK AO1,PAIN,2014-12-18T07:56:00Z,63.73,-148.92,-13.0,-14.0,0,0,,10.0,29.58071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,524.0
PAII 180756Z AUTO 04004KT 10SM M03/M05 A2939 RMK AO1,PAII,2014-12-18T07:56:00Z,58.18,-157.38,-3.0,-5.0,40,4,,10.0,29.388779,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,30.0
PAHY 180756Z AUTO 10SM OVC032 06/M01 A2959 RMK AO1 P0002,PAHY,2014-12-18T07:56:00Z,55.2,-132.83,6.0,-1.0,,,,10.0,29.589567,,,TRUE,TRUE,,,,,,,OVC,3200,,,,,,,VFR,,,,,,0.02,,,,,,METAR,1.0
PAHP 180756Z AUTO 10017KT 10SM CLR M08/M10 A2948 RMK AO1,PAHP,2014-12-18T07:56:00Z,61.53,-166.15,-8.0,-10.0,100,17,,10.0,29.480314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
PAHL 180756Z AUTO 00000KT 3SM OVC004 M08/M10 A2971 RMK AO1,PAHL,2014-12-18T07:56:00Z,65.7,-156.35,-8.0,-10.0,0,0,,3.0,29.71063,,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,65.0
PAGS 180756Z AUTO 02003KT 10SM SCT049 BKN110 M02/M03 A2966 RMK AO1 PNO,PAGS,2014-12-18T07:56:00Z,58.42,-135.73,-2.0,-3.0,20,3,,10.0,29.660433,,,TRUE,TRUE,,,,,,,SCT,4900,BKN,11000,,,,,VFR,,,,,,,,,,,,METAR,9.0
PAGM 180756Z AUTO 05020KT 3SM 00/ A2944 RMK AO1,PAGM,2014-12-18T07:56:00Z,63.77,-171.73,0.0,,50,20,,3.0,29.438976,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,8.0
PAGL 180756Z AUTO 00000KT 10SM CLR M04/M07 A2967 RMK AO1,PAGL,2014-12-18T07:56:00Z,64.55,-163.03,-4.0,-7.0,0,0,,10.0,29.66929,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
PAFM 180756Z AUTO 01004KT 10SM OVC017 M09/M12 A2972 RMK AO1,PAFM,2014-12-18T07:56:00Z,67.1,-157.85,-9.0,-12.0,10,4,,10.0,29.719488,,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,88.0
PAFE 180756Z AUTO 08003KT 10SM BKN030 OVC038 03/M01 A2968 RMK AO1,PAFE,2014-12-18T07:56:00Z,56.97,-133.92,3.0,-1.0,80,3,,10.0,29.681103,,,TRUE,TRUE,,,,,,,BKN,3000,OVC,3800,,,,,MVFR,,,,,,,,,,,,METAR,9.0
PAEM 180756Z AUTO 09005KT 10SM CLR M07/M11 A2954 RMK AO1,PAEM,2014-12-18T07:56:00Z,62.77,-164.52,-7.0,-11.0,90,5,,10.0,29.53937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
PADL 180756Z 33010KT 10SM BKN016 M04/M04 A2945 RMK AO1,PADL,2014-12-18T07:56:00Z,59.05,-158.52,-4.0,-4.0,330,10,,10.0,29.450787,,,,TRUE,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,26.0
PADK 180756Z AUTO 00000KT 10SM CLR M07/M08 A2938 RMK AO1,PADK,2014-12-18T07:56:00Z,51.88,-176.65,-7.0,-8.0,0,0,,10.0,29.379921,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
PABV 180756Z AUTO 00000KT 10SM CLR M08/M09 A2960 RMK AO1,PABV,2014-12-18T07:56:00Z,61.42,-149.52,-8.0,-9.0,0,0,,10.0,29.601377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
PABL 180756Z AUTO 16005KT 10SM OVC055 M07/M09 A2969 RMK AO1,PABL,2014-12-18T07:56:00Z,65.98,-161.15,-7.0,-9.0,160,5,,10.0,29.68996,,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
PAAK 180756Z 00000KT 10SM CLR M03/M06 A2940 RMK AO1,PAAK,2014-12-18T07:56:00Z,52.22,-174.2,-3.0,-6.0,0,0,,10.0,29.40059,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
